cik,company,form,date_filed,quarter,year,filename,url,local_path,relative_path,companyid
1001250,ESTEE LAUDER COMPANIES INC,10-Q,2021-02-05,1,2021,edgar/data/1001250/0001001250-21-000010.txt,https://www.sec.gov/Archives/edgar/data/1001250/0001001250-21-000010.txt,data_edgar\raw\2021\edgar\data\1001250\0001001250-21-000010.txt,edgar/data/1001250/0001001250-21-000010.txt,207221
1002047,"NetApp, Inc.",10-Q,2021-03-01,1,2021,edgar/data/1002047/0001564590-21-009843.txt,https://www.sec.gov/Archives/edgar/data/1002047/0001564590-21-009843.txt,data_edgar\raw\2021\edgar\data\1002047\0001564590-21-009843.txt,edgar/data/1002047/0001564590-21-009843.txt,32052
100493,"TYSON FOODS, INC.",10-Q,2021-02-11,1,2021,edgar/data/100493/0000100493-21-000015.txt,https://www.sec.gov/Archives/edgar/data/100493/0000100493-21-000015.txt,data_edgar\raw\2021\edgar\data\100493\0000100493-21-000015.txt,edgar/data/100493/0000100493-21-000015.txt,190636
1013237,FACTSET RESEARCH SYSTEMS INC,10-Q,2021-01-06,1,2021,edgar/data/1013237/0001013237-21-000007.txt,https://www.sec.gov/Archives/edgar/data/1013237/0001013237-21-000007.txt,data_edgar\raw\2021\edgar\data\1013237\0001013237-21-000007.txt,edgar/data/1013237/0001013237-21-000007.txt,347669
1024305,COTY INC.,10-Q,2021-02-09,1,2021,edgar/data/1024305/0001024305-21-000017.txt,https://www.sec.gov/Archives/edgar/data/1024305/0001024305-21-000017.txt,data_edgar\raw\2021\edgar\data\1024305\0001024305-21-000017.txt,edgar/data/1024305/0001024305-21-000017.txt,795040
1024478,"ROCKWELL AUTOMATION, INC",10-Q,2021-01-26,1,2021,edgar/data/1024478/0001024478-21-000005.txt,https://www.sec.gov/Archives/edgar/data/1024478/0001024478-21-000005.txt,data_edgar\raw\2021\edgar\data\1024478\0001024478-21-000005.txt,edgar/data/1024478/0001024478-21-000005.txt,300504
103379,V F CORP,10-Q,2021-02-02,1,2021,edgar/data/103379/0000103379-21-000003.txt,https://www.sec.gov/Archives/edgar/data/103379/0000103379-21-000003.txt,data_edgar\raw\2021\edgar\data\103379\0000103379-21-000003.txt,edgar/data/103379/0000103379-21-000003.txt,191328
1037038,RALPH LAUREN CORP,10-Q,2021-02-04,1,2021,edgar/data/1037038/0001037038-21-000009.txt,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-21-000009.txt,data_edgar\raw\2021\edgar\data\1037038\0001037038-21-000009.txt,edgar/data/1037038/0001037038-21-000009.txt,362220
1048695,"F5 NETWORKS, INC.",10-Q,2021-02-05,1,2021,edgar/data/1048695/0001048695-21-000009.txt,https://www.sec.gov/Archives/edgar/data/1048695/0001048695-21-000009.txt,data_edgar\raw\2021\edgar\data\1048695\0001048695-21-000009.txt,edgar/data/1048695/0001048695-21-000009.txt,90323
106040,WESTERN DIGITAL CORP,10-Q,2021-02-09,1,2021,edgar/data/106040/0000106040-21-000011.txt,https://www.sec.gov/Archives/edgar/data/106040/0000106040-21-000011.txt,data_edgar\raw\2021\edgar\data\106040\0000106040-21-000011.txt,edgar/data/106040/0000106040-21-000011.txt,314057
10795,BECTON DICKINSON & CO,10-Q,2021-02-04,1,2021,edgar/data/10795/0000010795-21-000029.txt,https://www.sec.gov/Archives/edgar/data/10795/0000010795-21-000029.txt,data_edgar\raw\2021\edgar\data\10795\0000010795-21-000029.txt,edgar/data/10795/0000010795-21-000029.txt,103678
1090872,"AGILENT TECHNOLOGIES, INC.",10-Q,2021-03-02,1,2021,edgar/data/1090872/0001090872-21-000004.txt,https://www.sec.gov/Archives/edgar/data/1090872/0001090872-21-000004.txt,data_edgar\raw\2021\edgar\data\1090872\0001090872-21-000004.txt,edgar/data/1090872/0001090872-21-000004.txt,154924
1116132,"TAPESTRY, INC.",10-Q,2021-02-04,1,2021,edgar/data/1116132/0001116132-21-000007.txt,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-21-000007.txt,data_edgar\raw\2021\edgar\data\1116132\0001116132-21-000007.txt,edgar/data/1116132/0001116132-21-000007.txt,526573
1137789,Seagate Technology plc,10-Q,2021-01-28,1,2021,edgar/data/1137789/0001137789-21-000006.txt,https://www.sec.gov/Archives/edgar/data/1137789/0001137789-21-000006.txt,data_edgar\raw\2021\edgar\data\1137789\0001137789-21-000006.txt,edgar/data/1137789/0001137789-21-000006.txt,3738520
1140859,AMERISOURCEBERGEN CORP,10-Q,2021-02-04,1,2021,edgar/data/1140859/0001140859-21-000005.txt,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-21-000005.txt,data_edgar\raw\2021\edgar\data\1140859\0001140859-21-000005.txt,edgar/data/1140859/0001140859-21-000005.txt,24809
1144215,ACUITY BRANDS INC,10-Q,2021-01-07,1,2021,edgar/data/1144215/0001144215-21-000008.txt,https://www.sec.gov/Archives/edgar/data/1144215/0001144215-21-000008.txt,data_edgar\raw\2021\edgar\data\1144215\0001144215-21-000008.txt,edgar/data/1144215/0001144215-21-000008.txt,1413208
1144215,ACUITY BRANDS INC,10-Q,2021-03-31,1,2021,edgar/data/1144215/0001144215-21-000041.txt,https://www.sec.gov/Archives/edgar/data/1144215/0001144215-21-000041.txt,data_edgar\raw\2021\edgar\data\1144215\0001144215-21-000041.txt,edgar/data/1144215/0001144215-21-000041.txt,1413208
1170010,CARMAX INC,10-Q,2021-01-06,1,2021,edgar/data/1170010/0001170010-21-000003.txt,https://www.sec.gov/Archives/edgar/data/1170010/0001170010-21-000003.txt,data_edgar\raw\2021\edgar\data\1170010\0001170010-21-000003.txt,edgar/data/1170010/0001170010-21-000003.txt,356805
1260221,TransDigm Group INC,10-Q,2021-02-09,1,2021,edgar/data/1260221/0001260221-21-000027.txt,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-21-000027.txt,data_edgar\raw\2021\edgar\data\1260221\0001260221-21-000027.txt,edgar/data/1260221/0001260221-21-000027.txt,22800180
12659,H&R BLOCK INC,10-Q,2021-03-09,1,2021,edgar/data/12659/0001838862-21-000009.txt,https://www.sec.gov/Archives/edgar/data/12659/0001838862-21-000009.txt,data_edgar\raw\2021\edgar\data\12659\0001838862-21-000009.txt,edgar/data/12659/0001838862-21-000009.txt,276601
1327567,Palo Alto Networks Inc,10-Q,2021-02-23,1,2021,edgar/data/1327567/0001327567-21-000004.txt,https://www.sec.gov/Archives/edgar/data/1327567/0001327567-21-000004.txt,data_edgar\raw\2021\edgar\data\1327567\0001327567-21-000004.txt,edgar/data/1327567/0001327567-21-000004.txt,25460099
1341439,ORACLE CORP,10-Q,2021-03-11,1,2021,edgar/data/1341439/0001564590-21-012539.txt,https://www.sec.gov/Archives/edgar/data/1341439/0001564590-21-012539.txt,data_edgar\raw\2021\edgar\data\1341439\0001564590-21-012539.txt,edgar/data/1341439/0001564590-21-012539.txt,22247
1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",10-Q,2021-02-02,1,2021,edgar/data/1383312/0001383312-21-000009.txt,https://www.sec.gov/Archives/edgar/data/1383312/0001383312-21-000009.txt,data_edgar\raw\2021\edgar\data\1383312\0001383312-21-000009.txt,edgar/data/1383312/0001383312-21-000009.txt,1032802
1385157,TE Connectivity Ltd.,10-Q,2021-01-28,1,2021,edgar/data/1385157/0001558370-21-000486.txt,https://www.sec.gov/Archives/edgar/data/1385157/0001558370-21-000486.txt,data_edgar\raw\2021\edgar\data\1385157\0001558370-21-000486.txt,edgar/data/1385157/0001558370-21-000486.txt,8106523
1403161,VISA INC.,10-Q,2021-01-29,1,2021,edgar/data/1403161/0001403161-21-000012.txt,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-21-000012.txt,data_edgar\raw\2021\edgar\data\1403161\0001403161-21-000012.txt,edgar/data/1403161/0001403161-21-000012.txt,38043467
1467373,Accenture plc,10-Q,2021-03-18,1,2021,edgar/data/1467373/0001467373-21-000106.txt,https://www.sec.gov/Archives/edgar/data/1467373/0001467373-21-000106.txt,data_edgar\raw\2021\edgar\data\1467373\0001467373-21-000106.txt,edgar/data/1467373/0001467373-21-000106.txt,972190
1530721,Capri Holdings Ltd,10-Q,2021-02-03,1,2021,edgar/data/1530721/0001530721-21-000011.txt,https://www.sec.gov/Archives/edgar/data/1530721/0001530721-21-000011.txt,data_edgar\raw\2021\edgar\data\1530721\0001530721-21-000011.txt,edgar/data/1530721/0001530721-21-000011.txt,143971118
1564708,NEWS CORP,10-Q,2021-02-05,1,2021,edgar/data/1564708/0001564708-21-000004.txt,https://www.sec.gov/Archives/edgar/data/1564708/0001564708-21-000004.txt,data_edgar\raw\2021\edgar\data\1564708\0001564708-21-000004.txt,edgar/data/1564708/0001564708-21-000004.txt,212741644
1596783,"Catalent, Inc.",10-Q,2021-02-02,1,2021,edgar/data/1596783/0001596783-21-000038.txt,https://www.sec.gov/Archives/edgar/data/1596783/0001596783-21-000038.txt,data_edgar\raw\2021\edgar\data\1596783\0001596783-21-000038.txt,edgar/data/1596783/0001596783-21-000038.txt,83345566
1598014,IHS Markit Ltd.,10-Q,2021-03-23,1,2021,edgar/data/1598014/0001598014-21-000052.txt,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-21-000052.txt,data_edgar\raw\2021\edgar\data\1598014\0001598014-21-000052.txt,edgar/data/1598014/0001598014-21-000052.txt,13651733
1601046,"Keysight Technologies, Inc.",10-Q,2021-03-03,1,2021,edgar/data/1601046/0001601046-21-000006.txt,https://www.sec.gov/Archives/edgar/data/1601046/0001601046-21-000006.txt,data_edgar\raw\2021\edgar\data\1601046\0001601046-21-000006.txt,edgar/data/1601046/0001601046-21-000006.txt,247017859
1604778,"Qorvo, Inc.",10-Q,2021-02-04,1,2021,edgar/data/1604778/0001604778-21-000010.txt,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-21-000010.txt,data_edgar\raw\2021\edgar\data\1604778\0001604778-21-000010.txt,edgar/data/1604778/0001604778-21-000010.txt,33821
1613103,Medtronic plc,10-Q,2021-03-05,1,2021,edgar/data/1613103/0001613103-21-000009.txt,https://www.sec.gov/Archives/edgar/data/1613103/0001613103-21-000009.txt,data_edgar\raw\2021\edgar\data\1613103\0001613103-21-000009.txt,edgar/data/1613103/0001613103-21-000009.txt,31348
1618921,"Walgreens Boots Alliance, Inc.",10-Q,2021-01-07,1,2021,edgar/data/1618921/0001618921-21-000005.txt,https://www.sec.gov/Archives/edgar/data/1618921/0001618921-21-000005.txt,data_edgar\raw\2021\edgar\data\1618921\0001618921-21-000005.txt,edgar/data/1618921/0001618921-21-000005.txt,93624
1618921,"Walgreens Boots Alliance, Inc.",10-Q,2021-03-31,1,2021,edgar/data/1618921/0001618921-21-000034.txt,https://www.sec.gov/Archives/edgar/data/1618921/0001618921-21-000034.txt,data_edgar\raw\2021\edgar\data\1618921\0001618921-21-000034.txt,edgar/data/1618921/0001618921-21-000034.txt,93624
1645590,Hewlett Packard Enterprise Co,10-Q,2021-03-04,1,2021,edgar/data/1645590/0001645590-21-000016.txt,https://www.sec.gov/Archives/edgar/data/1645590/0001645590-21-000016.txt,data_edgar\raw\2021\edgar\data\1645590\0001645590-21-000016.txt,edgar/data/1645590/0001645590-21-000016.txt,273983758
16732,CAMPBELL SOUP CO,10-Q,2021-03-10,1,2021,edgar/data/16732/0000016732-21-000034.txt,https://www.sec.gov/Archives/edgar/data/16732/0000016732-21-000034.txt,data_edgar\raw\2021\edgar\data\16732\0000016732-21-000034.txt,edgar/data/16732/0000016732-21-000034.txt,258458
1674862,ASHLAND GLOBAL HOLDINGS INC,10-Q,2021-02-04,1,2021,edgar/data/1674862/0001564590-21-004281.txt,https://www.sec.gov/Archives/edgar/data/1674862/0001564590-21-004281.txt,data_edgar\raw\2021\edgar\data\1674862\0001564590-21-004281.txt,edgar/data/1674862/0001564590-21-004281.txt,252339
1679273,"Lamb Weston Holdings, Inc.",10-Q,2021-01-07,1,2021,edgar/data/1679273/0001558370-21-000077.txt,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-21-000077.txt,data_edgar\raw\2021\edgar\data\1679273\0001558370-21-000077.txt,edgar/data/1679273/0001558370-21-000077.txt,374372246
1688568,DXC Technology Co,10-Q,2021-02-05,1,2021,edgar/data/1688568/0001688568-21-000008.txt,https://www.sec.gov/Archives/edgar/data/1688568/0001688568-21-000008.txt,data_edgar\raw\2021\edgar\data\1688568\0001688568-21-000008.txt,edgar/data/1688568/0001688568-21-000008.txt,263093
16918,"CONSTELLATION BRANDS, INC.",10-Q,2021-01-07,1,2021,edgar/data/16918/0000016918-21-000010.txt,https://www.sec.gov/Archives/edgar/data/16918/0000016918-21-000010.txt,data_edgar\raw\2021\edgar\data\16918\0000016918-21-000010.txt,edgar/data/16918/0000016918-21-000010.txt,258589
1730168,Broadcom Inc.,10-Q,2021-03-12,1,2021,edgar/data/1730168/0001730168-21-000045.txt,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-21-000045.txt,data_edgar\raw\2021\edgar\data\1730168\0001730168-21-000045.txt,edgar/data/1730168/0001730168-21-000045.txt,25016048
1732845,WestRock Co,10-Q,2021-02-05,1,2021,edgar/data/1732845/0001564590-21-004537.txt,https://www.sec.gov/Archives/edgar/data/1732845/0001564590-21-004537.txt,data_edgar\raw\2021\edgar\data\1732845\0001564590-21-004537.txt,edgar/data/1732845/0001564590-21-004537.txt,33897
1744489,Walt Disney Co,10-Q,2021-02-11,1,2021,edgar/data/1744489/0001744489-21-000047.txt,https://www.sec.gov/Archives/edgar/data/1744489/0001744489-21-000047.txt,data_edgar\raw\2021\edgar\data\1744489\0001744489-21-000047.txt,edgar/data/1744489/0001744489-21-000047.txt,191564
1748790,Amcor plc,10-Q,2021-02-04,1,2021,edgar/data/1748790/0001748790-21-000012.txt,https://www.sec.gov/Archives/edgar/data/1748790/0001748790-21-000012.txt,data_edgar\raw\2021\edgar\data\1748790\0001748790-21-000012.txt,edgar/data/1748790/0001748790-21-000012.txt,401715
1754301,Fox Corp,10-Q,2021-02-09,1,2021,edgar/data/1754301/0001564590-21-005037.txt,https://www.sec.gov/Archives/edgar/data/1754301/0001564590-21-005037.txt,data_edgar\raw\2021\edgar\data\1754301\0001564590-21-005037.txt,edgar/data/1754301/0001564590-21-005037.txt,546623668
1757898,STERIS plc,10-Q,2021-02-09,1,2021,edgar/data/1757898/0001757898-21-000007.txt,https://www.sec.gov/Archives/edgar/data/1757898/0001757898-21-000007.txt,data_edgar\raw\2021\edgar\data\1757898\0001757898-21-000007.txt,edgar/data/1757898/0001757898-21-000007.txt,34783
21076,CLOROX CO /DE/,10-Q,2021-02-04,1,2021,edgar/data/21076/0000021076-21-000004.txt,https://www.sec.gov/Archives/edgar/data/21076/0000021076-21-000004.txt,data_edgar\raw\2021\edgar\data\21076\0000021076-21-000004.txt,edgar/data/21076/0000021076-21-000004.txt,89450
23217,CONAGRA BRANDS INC.,10-Q,2021-01-07,1,2021,edgar/data/23217/0001564590-21-000508.txt,https://www.sec.gov/Archives/edgar/data/23217/0001564590-21-000508.txt,data_edgar\raw\2021\edgar\data\23217\0001564590-21-000508.txt,edgar/data/23217/0001564590-21-000508.txt,26893
2969,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2021-02-04,1,2021,edgar/data/2969/0000002969-21-000012.txt,https://www.sec.gov/Archives/edgar/data/2969/0000002969-21-000012.txt,data_edgar\raw\2021\edgar\data\2969\0000002969-21-000012.txt,edgar/data/2969/0000002969-21-000012.txt,248356
