cik,company,form,date_filed,quarter,year,filename,url,local_path,relative_path,companyid
1087423,RED HAT INC,10-Q,2013-01-08,1,2013,edgar/data/1087423/0001193125-13-006901.txt,https://www.sec.gov/Archives/edgar/data/1087423/0001193125-13-006901.txt,data_edgar\raw\2013\edgar\data\1087423\0001193125-13-006901.txt,edgar/data/1087423/0001193125-13-006901.txt,33679.0
1090872,AGILENT TECHNOLOGIES INC,10-Q,2013-03-06,1,2013,edgar/data/1090872/0001090872-13-000005.txt,https://www.sec.gov/Archives/edgar/data/1090872/0001090872-13-000005.txt,data_edgar\raw\2013\edgar\data\1090872\0001090872-13-000005.txt,edgar/data/1090872/0001090872-13-000005.txt,154924.0
1110783,MONSANTO CO /NEW/,10-Q,2013-01-08,1,2013,edgar/data/1110783/0001193125-13-006870.txt,https://www.sec.gov/Archives/edgar/data/1110783/0001193125-13-006870.txt,data_edgar\raw\2013\edgar\data\1110783\0001193125-13-006870.txt,edgar/data/1110783/0001193125-13-006870.txt,528414.0
1116132,COACH INC,10-Q,2013-02-05,1,2013,edgar/data/1116132/0001144204-13-006187.txt,https://www.sec.gov/Archives/edgar/data/1116132/0001144204-13-006187.txt,data_edgar\raw\2013\edgar\data\1116132\0001144204-13-006187.txt,edgar/data/1116132/0001144204-13-006187.txt,526573.0
1123360,GLOBAL PAYMENTS INC,10-Q,2013-01-08,1,2013,edgar/data/1123360/0001123360-13-000002.txt,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-13-000002.txt,data_edgar\raw\2013\edgar\data\1123360\0001123360-13-000002.txt,edgar/data/1123360/0001123360-13-000002.txt,813574.0
1137411,ROCKWELL COLLINS INC,10-Q,2013-01-18,1,2013,edgar/data/1137411/0001137411-13-000015.txt,https://www.sec.gov/Archives/edgar/data/1137411/0001137411-13-000015.txt,data_edgar\raw\2013\edgar\data\1137411\0001137411-13-000015.txt,edgar/data/1137411/0001137411-13-000015.txt,603843.0
1137789,Seagate Technology plc,10-Q/A,2013-01-31,1,2013,edgar/data/1137789/0001104659-13-006541.txt,https://www.sec.gov/Archives/edgar/data/1137789/0001104659-13-006541.txt,data_edgar\raw\2013\edgar\data\1137789\0001104659-13-006541.txt,edgar/data/1137789/0001104659-13-006541.txt,3738520.0
1137789,Seagate Technology plc,10-Q,2013-01-29,1,2013,edgar/data/1137789/0001104659-13-005497.txt,https://www.sec.gov/Archives/edgar/data/1137789/0001104659-13-005497.txt,data_edgar\raw\2013\edgar\data\1137789\0001104659-13-005497.txt,edgar/data/1137789/0001104659-13-005497.txt,3738520.0
1140859,AMERISOURCEBERGEN CORP,10-Q,2013-02-08,1,2013,edgar/data/1140859/0001104659-13-008778.txt,https://www.sec.gov/Archives/edgar/data/1140859/0001104659-13-008778.txt,data_edgar\raw\2013\edgar\data\1140859\0001104659-13-008778.txt,edgar/data/1140859/0001104659-13-008778.txt,24809.0
1170010,CARMAX INC,10-Q,2013-01-09,1,2013,edgar/data/1170010/0001170010-13-000002.txt,https://www.sec.gov/Archives/edgar/data/1170010/0001170010-13-000002.txt,data_edgar\raw\2013\edgar\data\1170010\0001170010-13-000002.txt,edgar/data/1170010/0001170010-13-000002.txt,356805.0
1260221,TransDigm Group INC,10-Q/A,2013-03-07,1,2013,edgar/data/1260221/0001193125-13-095117.txt,https://www.sec.gov/Archives/edgar/data/1260221/0001193125-13-095117.txt,data_edgar\raw\2013\edgar\data\1260221\0001193125-13-095117.txt,edgar/data/1260221/0001193125-13-095117.txt,22800180.0
1260221,TransDigm Group INC,10-Q,2013-02-05,1,2013,edgar/data/1260221/0001193125-13-037994.txt,https://www.sec.gov/Archives/edgar/data/1260221/0001193125-13-037994.txt,data_edgar\raw\2013\edgar\data\1260221\0001193125-13-037994.txt,edgar/data/1260221/0001193125-13-037994.txt,22800180.0
12659,H&R BLOCK INC,10-Q,2013-03-07,1,2013,edgar/data/12659/0001193125-13-096282.txt,https://www.sec.gov/Archives/edgar/data/12659/0001193125-13-096282.txt,data_edgar\raw\2013\edgar\data\12659\0001193125-13-096282.txt,edgar/data/12659/0001193125-13-096282.txt,276601.0
1285785,MOSAIC CO,10-Q,2013-01-04,1,2013,edgar/data/1285785/0001193125-13-003241.txt,https://www.sec.gov/Archives/edgar/data/1285785/0001193125-13-003241.txt,data_edgar\raw\2013\edgar\data\1285785\0001193125-13-003241.txt,edgar/data/1285785/0001193125-13-003241.txt,890498.0
1285785,MOSAIC CO,10-Q,2013-03-28,1,2013,edgar/data/1285785/0001193125-13-131376.txt,https://www.sec.gov/Archives/edgar/data/1285785/0001193125-13-131376.txt,data_edgar\raw\2013\edgar\data\1285785\0001193125-13-131376.txt,edgar/data/1285785/0001193125-13-131376.txt,890498.0
1305014,ASHLAND INC.,10-Q,2013-01-31,1,2013,edgar/data/1305014/0001305014-13-000017.txt,https://www.sec.gov/Archives/edgar/data/1305014/0001305014-13-000017.txt,data_edgar\raw\2013\edgar\data\1305014\0001305014-13-000017.txt,edgar/data/1305014/0001305014-13-000017.txt,252339.0
1308161,NEWS CORP,10-Q,2013-02-07,1,2013,edgar/data/1308161/0001193125-13-041558.txt,https://www.sec.gov/Archives/edgar/data/1308161/0001193125-13-041558.txt,data_edgar\raw\2013\edgar\data\1308161\0001193125-13-041558.txt,edgar/data/1308161/0001193125-13-041558.txt,91031.0
1327567,Palo Alto Networks Inc,10-Q/A,2013-03-05,1,2013,edgar/data/1327567/0001327567-13-000010.txt,https://www.sec.gov/Archives/edgar/data/1327567/0001327567-13-000010.txt,data_edgar\raw\2013\edgar\data\1327567\0001327567-13-000010.txt,edgar/data/1327567/0001327567-13-000010.txt,25460099.0
1327567,Palo Alto Networks Inc,10-Q,2013-03-04,1,2013,edgar/data/1327567/0001327567-13-000006.txt,https://www.sec.gov/Archives/edgar/data/1327567/0001327567-13-000006.txt,data_edgar\raw\2013\edgar\data\1327567\0001327567-13-000006.txt,edgar/data/1327567/0001327567-13-000006.txt,25460099.0
1339947,Viacom Inc.,10-Q,2013-01-31,1,2013,edgar/data/1339947/0001193125-13-031360.txt,https://www.sec.gov/Archives/edgar/data/1339947/0001193125-13-031360.txt,data_edgar\raw\2013\edgar\data\1339947\0001193125-13-031360.txt,edgar/data/1339947/0001193125-13-031360.txt,25403751.0
1341439,ORACLE CORP,10-Q,2013-03-22,1,2013,edgar/data/1341439/0001193125-13-122271.txt,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-13-122271.txt,data_edgar\raw\2013\edgar\data\1341439\0001193125-13-122271.txt,edgar/data/1341439/0001193125-13-122271.txt,22247.0
1385157,TE Connectivity Ltd.,10-Q,2013-01-25,1,2013,edgar/data/1385157/0001047469-13-000426.txt,https://www.sec.gov/Archives/edgar/data/1385157/0001047469-13-000426.txt,data_edgar\raw\2013\edgar\data\1385157\0001047469-13-000426.txt,edgar/data/1385157/0001047469-13-000426.txt,8106523.0
1385187,Covidien plc,10-Q,2013-02-04,1,2013,edgar/data/1385187/0001385187-13-000008.txt,https://www.sec.gov/Archives/edgar/data/1385187/0001385187-13-000008.txt,data_edgar\raw\2013\edgar\data\1385187\0001385187-13-000008.txt,edgar/data/1385187/0001385187-13-000008.txt,31232183.0
1403161,VISA INC.,10-Q,2013-02-06,1,2013,edgar/data/1403161/0001384108-13-000004.txt,https://www.sec.gov/Archives/edgar/data/1403161/0001384108-13-000004.txt,data_edgar\raw\2013\edgar\data\1403161\0001384108-13-000004.txt,edgar/data/1403161/0001384108-13-000004.txt,38043467.0
1441634,Avago Technologies LTD,10-Q,2013-03-14,1,2013,edgar/data/1441634/0001441634-13-000003.txt,https://www.sec.gov/Archives/edgar/data/1441634/0001441634-13-000003.txt,data_edgar\raw\2013\edgar\data\1441634\0001441634-13-000003.txt,edgar/data/1441634/0001441634-13-000003.txt,25016048.0
1457543,CAREFUSION Corp,10-Q,2013-02-08,1,2013,edgar/data/1457543/0001193125-13-046177.txt,https://www.sec.gov/Archives/edgar/data/1457543/0001193125-13-046177.txt,data_edgar\raw\2013\edgar\data\1457543\0001193125-13-046177.txt,edgar/data/1457543/0001193125-13-046177.txt,49276069.0
1457543,CAREFUSION Corp,10-Q,2013-02-08,1,2013,edgar/data/1457543/0001193125-13-046210.txt,https://www.sec.gov/Archives/edgar/data/1457543/0001193125-13-046210.txt,data_edgar\raw\2013\edgar\data\1457543\0001193125-13-046210.txt,edgar/data/1457543/0001193125-13-046210.txt,49276069.0
1467373,Accenture plc,10-Q,2013-03-28,1,2013,edgar/data/1467373/0001467373-13-000192.txt,https://www.sec.gov/Archives/edgar/data/1467373/0001467373-13-000192.txt,data_edgar\raw\2013\edgar\data\1467373\0001467373-13-000192.txt,edgar/data/1467373/0001467373-13-000192.txt,972190.0
1546640,ADT Corp,10-Q,2013-01-31,1,2013,edgar/data/1546640/0001546640-13-000004.txt,https://www.sec.gov/Archives/edgar/data/1546640/0001546640-13-000004.txt,data_edgar\raw\2013\edgar\data\1546640\0001546640-13-000004.txt,edgar/data/1546640/0001546640-13-000004.txt,184157327.0
16732,CAMPBELL SOUP CO,10-Q,2013-03-07,1,2013,edgar/data/16732/0000016732-13-000006.txt,https://www.sec.gov/Archives/edgar/data/16732/0000016732-13-000006.txt,data_edgar\raw\2013\edgar\data\16732\0000016732-13-000006.txt,edgar/data/16732/0000016732-13-000006.txt,258458.0
16918,"CONSTELLATION BRANDS, INC.",10-Q,2013-01-09,1,2013,edgar/data/16918/0000016918-13-000004.txt,https://www.sec.gov/Archives/edgar/data/16918/0000016918-13-000004.txt,data_edgar\raw\2013\edgar\data\16918\0000016918-13-000004.txt,edgar/data/16918/0000016918-13-000004.txt,258589.0
203527,VARIAN MEDICAL SYSTEMS INC,10-Q,2013-02-05,1,2013,edgar/data/203527/0001193125-13-038751.txt,https://www.sec.gov/Archives/edgar/data/203527/0001193125-13-038751.txt,data_edgar\raw\2013\edgar\data\203527\0001193125-13-038751.txt,edgar/data/203527/0001193125-13-038751.txt,311907.0
21076,CLOROX CO /DE/,10-Q,2013-02-05,1,2013,edgar/data/21076/0001206774-13-000474.txt,https://www.sec.gov/Archives/edgar/data/21076/0001206774-13-000474.txt,data_edgar\raw\2013\edgar\data\21076\0001206774-13-000474.txt,edgar/data/21076/0001206774-13-000474.txt,89450.0
23082,COMPUTER SCIENCES CORP,10-Q,2013-02-06,1,2013,edgar/data/23082/0000023082-13-000007.txt,https://www.sec.gov/Archives/edgar/data/23082/0000023082-13-000007.txt,data_edgar\raw\2013\edgar\data\23082\0000023082-13-000007.txt,edgar/data/23082/0000023082-13-000007.txt,263093.0
23666,Hillshire Brands Co,10-Q,2013-01-31,1,2013,edgar/data/23666/0001193125-13-032594.txt,https://www.sec.gov/Archives/edgar/data/23666/0001193125-13-032594.txt,data_edgar\raw\2013\edgar\data\23666\0001193125-13-032594.txt,edgar/data/23666/0001193125-13-032594.txt,91823.0
2969,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2013-01-25,1,2013,edgar/data/2969/0001193125-13-023428.txt,https://www.sec.gov/Archives/edgar/data/2969/0001193125-13-023428.txt,data_edgar\raw\2013\edgar\data\2969\0001193125-13-023428.txt,edgar/data/2969/0001193125-13-023428.txt,248356.0
315189,DEERE & CO,10-Q,2013-02-28,1,2013,edgar/data/315189/0001104659-13-015827.txt,https://www.sec.gov/Archives/edgar/data/315189/0001104659-13-015827.txt,data_edgar\raw\2013\edgar\data\315189\0001104659-13-015827.txt,edgar/data/315189/0001104659-13-015827.txt,266112.0
319201,KLA TENCOR CORP,10-Q,2013-01-25,1,2013,edgar/data/319201/0000319201-13-000007.txt,https://www.sec.gov/Archives/edgar/data/319201/0000319201-13-000007.txt,data_edgar\raw\2013\edgar\data\319201\0000319201-13-000007.txt,edgar/data/319201/0000319201-13-000007.txt,282225.0
320187,NIKE INC,10-Q,2013-01-09,1,2013,edgar/data/320187/0001193125-13-008172.txt,https://www.sec.gov/Archives/edgar/data/320187/0001193125-13-008172.txt,data_edgar\raw\2013\edgar\data\320187\0001193125-13-008172.txt,edgar/data/320187/0001193125-13-008172.txt,291981.0
320193,APPLE INC,10-Q,2013-01-24,1,2013,edgar/data/320193/0001193125-13-022339.txt,https://www.sec.gov/Archives/edgar/data/320193/0001193125-13-022339.txt,data_edgar\raw\2013\edgar\data\320193\0001193125-13-022339.txt,edgar/data/320193/0001193125-13-022339.txt,24937.0
32604,EMERSON ELECTRIC CO,10-Q,2013-02-06,1,2013,edgar/data/32604/0000032604-13-000003.txt,https://www.sec.gov/Archives/edgar/data/32604/0000032604-13-000003.txt,data_edgar\raw\2013\edgar\data\32604\0000032604-13-000003.txt,edgar/data/32604/0000032604-13-000003.txt,269231.0
34408,FAMILY DOLLAR STORES INC,10-Q,2013-01-03,1,2013,edgar/data/34408/0000034408-13-000003.txt,https://www.sec.gov/Archives/edgar/data/34408/0000034408-13-000003.txt,data_edgar\raw\2013\edgar\data\34408\0000034408-13-000003.txt,edgar/data/34408/0000034408-13-000003.txt,270820.0
353944,INTERNATIONAL GAME TECHNOLOGY,10-Q,2013-02-06,1,2013,edgar/data/353944/0001437749-13-001176.txt,https://www.sec.gov/Archives/edgar/data/353944/0001437749-13-001176.txt,data_edgar\raw\2013\edgar\data\353944\0001437749-13-001176.txt,edgar/data/353944/0001437749-13-001176.txt,281438.0
356028,"CA, INC.",10-Q,2013-01-24,1,2013,edgar/data/356028/0000356028-13-000022.txt,https://www.sec.gov/Archives/edgar/data/356028/0000356028-13-000022.txt,data_edgar\raw\2013\edgar\data\356028\0000356028-13-000022.txt,edgar/data/356028/0000356028-13-000022.txt,262913.0
38074,FOREST LABORATORIES INC,10-Q,2013-02-07,1,2013,edgar/data/38074/0000038074-13-000005.txt,https://www.sec.gov/Archives/edgar/data/38074/0000038074-13-000005.txt,data_edgar\raw\2013\edgar\data\38074\0000038074-13-000005.txt,edgar/data/38074/0000038074-13-000005.txt,273276.0
38777,FRANKLIN RESOURCES INC,10-Q,2013-02-01,1,2013,edgar/data/38777/0000038777-13-000008.txt,https://www.sec.gov/Archives/edgar/data/38777/0000038777-13-000008.txt,data_edgar\raw\2013\edgar\data\38777\0000038777-13-000008.txt,edgar/data/38777/0000038777-13-000008.txt,28703.0
40704,GENERAL MILLS INC,10-Q,2013-03-20,1,2013,edgar/data/40704/0001193125-13-117256.txt,https://www.sec.gov/Archives/edgar/data/40704/0001193125-13-117256.txt,data_edgar\raw\2013\edgar\data\40704\0001193125-13-117256.txt,edgar/data/40704/0001193125-13-117256.txt,274715.0
46765,HELMERICH & PAYNE INC,10-Q,2013-02-07,1,2013,edgar/data/46765/0001104659-13-008321.txt,https://www.sec.gov/Archives/edgar/data/46765/0001104659-13-008321.txt,data_edgar\raw\2013\edgar\data\46765\0001104659-13-008321.txt,edgar/data/46765/0001104659-13-008321.txt,278341.0
47217,HEWLETT PACKARD CO,10-Q,2013-03-11,1,2013,edgar/data/47217/0001047469-13-002541.txt,https://www.sec.gov/Archives/edgar/data/47217/0001047469-13-002541.txt,data_edgar\raw\2013\edgar\data\47217\0001047469-13-002541.txt,edgar/data/47217/0001047469-13-002541.txt,108856.0
52988,JACOBS ENGINEERING GROUP INC /DE/,10-Q,2013-01-24,1,2013,edgar/data/52988/0000052988-13-000006.txt,https://www.sec.gov/Archives/edgar/data/52988/0000052988-13-000006.txt,data_edgar\raw\2013\edgar\data\52988\0000052988-13-000006.txt,edgar/data/52988/0000052988-13-000006.txt,282159.0
53669,JOHNSON CONTROLS INC,10-Q,2013-02-01,1,2013,edgar/data/53669/0001193125-13-033829.txt,https://www.sec.gov/Archives/edgar/data/53669/0001193125-13-033829.txt,data_edgar\raw\2013\edgar\data\53669\0001193125-13-033829.txt,edgar/data/53669/0001193125-13-033829.txt,282590.0
6281,ANALOG DEVICES INC,10-Q,2013-02-19,1,2013,edgar/data/6281/0000006281-13-000004.txt,https://www.sec.gov/Archives/edgar/data/6281/0000006281-13-000004.txt,data_edgar\raw\2013\edgar\data\6281\0000006281-13-000004.txt,edgar/data/6281/0000006281-13-000004.txt,251411.0
64670,MEDTRONIC INC,10-Q,2013-03-06,1,2013,edgar/data/64670/0000064670-13-000003.txt,https://www.sec.gov/Archives/edgar/data/64670/0000064670-13-000003.txt,data_edgar\raw\2013\edgar\data\64670\0000064670-13-000003.txt,edgar/data/64670/0000064670-13-000003.txt,31348.0
6951,APPLIED MATERIALS INC /DE,10-Q,2013-02-21,1,2013,edgar/data/6951/0000006951-13-000008.txt,https://www.sec.gov/Archives/edgar/data/6951/0000006951-13-000008.txt,data_edgar\raw\2013\edgar\data\6951\0000006951-13-000008.txt,edgar/data/6951/0000006951-13-000008.txt,251230.0
704051,"LEGG MASON, INC.",10-Q,2013-02-06,1,2013,edgar/data/704051/0000704051-13-000035.txt,https://www.sec.gov/Archives/edgar/data/704051/0000704051-13-000035.txt,data_edgar\raw\2013\edgar\data\704051\0000704051-13-000035.txt,edgar/data/704051/0000704051-13-000035.txt,180481.0
707549,LAM RESEARCH CORP,10-Q,2013-01-31,1,2013,edgar/data/707549/0001193125-13-032553.txt,https://www.sec.gov/Archives/edgar/data/707549/0001193125-13-032553.txt,data_edgar\raw\2013\edgar\data\707549\0001193125-13-032553.txt,edgar/data/707549/0001193125-13-032553.txt,30655.0
711404,COOPER COMPANIES INC,10-Q,2013-03-08,1,2013,edgar/data/711404/0000711404-13-000003.txt,https://www.sec.gov/Archives/edgar/data/711404/0000711404-13-000003.txt,data_edgar\raw\2013\edgar\data\711404\0000711404-13-000003.txt,edgar/data/711404/0000711404-13-000003.txt,263609.0
712515,ELECTRONIC ARTS INC.,10-Q,2013-02-05,1,2013,edgar/data/712515/0000712515-13-000007.txt,https://www.sec.gov/Archives/edgar/data/712515/0000712515-13-000007.txt,data_edgar\raw\2013\edgar\data\712515\0000712515-13-000007.txt,edgar/data/712515/0000712515-13-000007.txt,27963.0
720005,RAYMOND JAMES FINANCIAL INC,10-Q,2013-02-08,1,2013,edgar/data/720005/0000720005-13-000014.txt,https://www.sec.gov/Archives/edgar/data/720005/0000720005-13-000014.txt,data_edgar\raw\2013\edgar\data\720005\0000720005-13-000014.txt,edgar/data/720005/0000720005-13-000014.txt,22623.0
721371,CARDINAL HEALTH INC,10-Q,2013-02-06,1,2013,edgar/data/721371/0000721371-13-000022.txt,https://www.sec.gov/Archives/edgar/data/721371/0000721371-13-000022.txt,data_edgar\raw\2013\edgar\data\721371\0000721371-13-000022.txt,edgar/data/721371/0000721371-13-000022.txt,172207.0
723125,MICRON TECHNOLOGY INC,10-Q,2013-01-07,1,2013,edgar/data/723125/0000723125-13-000007.txt,https://www.sec.gov/Archives/edgar/data/723125/0000723125-13-000007.txt,data_edgar\raw\2013\edgar\data\723125\0000723125-13-000007.txt,edgar/data/723125/0000723125-13-000007.txt,289030.0
723531,PAYCHEX INC,10-Q,2013-03-27,1,2013,edgar/data/723531/0000723531-13-000006.txt,https://www.sec.gov/Archives/edgar/data/723531/0000723531-13-000006.txt,data_edgar\raw\2013\edgar\data\723531\0000723531-13-000006.txt,edgar/data/723531/0000723531-13-000006.txt,295368.0
7332,SOUTHWESTERN ENERGY CO,10-Q/A,2013-02-19,1,2013,edgar/data/7332/0000007332-13-000004.txt,https://www.sec.gov/Archives/edgar/data/7332/0000007332-13-000004.txt,data_edgar\raw\2013\edgar\data\7332\0000007332-13-000004.txt,edgar/data/7332/0000007332-13-000004.txt,304260.0
7332,SOUTHWESTERN ENERGY CO,10-Q/A,2013-02-19,1,2013,edgar/data/7332/0000007332-13-000005.txt,https://www.sec.gov/Archives/edgar/data/7332/0000007332-13-000005.txt,data_edgar\raw\2013\edgar\data\7332\0000007332-13-000005.txt,edgar/data/7332/0000007332-13-000005.txt,304260.0
743316,MAXIM INTEGRATED PRODUCTS INC,10-Q,2013-01-25,1,2013,edgar/data/743316/0000743316-13-000010.txt,https://www.sec.gov/Archives/edgar/data/743316/0000743316-13-000010.txt,data_edgar\raw\2013\edgar\data\743316\0000743316-13-000010.txt,edgar/data/743316/0000743316-13-000010.txt,95673.0
743988,XILINX INC,10-Q,2013-02-01,1,2013,edgar/data/743988/0000743988-13-000005.txt,https://www.sec.gov/Archives/edgar/data/743988/0000743988-13-000005.txt,data_edgar\raw\2013\edgar\data\743988\0000743988-13-000005.txt,edgar/data/743988/0000743988-13-000005.txt,36762.0
75829,PALL CORP,10-Q,2013-03-06,1,2013,edgar/data/75829/0001445305-13-000506.txt,https://www.sec.gov/Archives/edgar/data/75829/0001445305-13-000506.txt,data_edgar\raw\2013\edgar\data\75829\0001445305-13-000506.txt,edgar/data/75829/0001445305-13-000506.txt,185333.0
76334,PARKER HANNIFIN CORP,10-Q,2013-02-06,1,2013,edgar/data/76334/0000076334-13-000030.txt,https://www.sec.gov/Archives/edgar/data/76334/0000076334-13-000030.txt,data_edgar\raw\2013\edgar\data\76334\0000076334-13-000030.txt,edgar/data/76334/0000076334-13-000030.txt,295170.0
789019,MICROSOFT CORP,10-Q,2013-01-24,1,2013,edgar/data/789019/0001193125-13-022207.txt,https://www.sec.gov/Archives/edgar/data/789019/0001193125-13-022207.txt,data_edgar\raw\2013\edgar\data\789019\0001193125-13-022207.txt,edgar/data/789019/0001193125-13-022207.txt,21835.0
791907,LINEAR TECHNOLOGY CORP /CA/,10-Q,2013-02-07,1,2013,edgar/data/791907/0000791907-13-000007.txt,https://www.sec.gov/Archives/edgar/data/791907/0000791907-13-000007.txt,data_edgar\raw\2013\edgar\data\791907\0000791907-13-000007.txt,edgar/data/791907/0000791907-13-000007.txt,30843.0
796343,ADOBE SYSTEMS INC,10-Q,2013-03-28,1,2013,edgar/data/796343/0000796343-13-000033.txt,https://www.sec.gov/Archives/edgar/data/796343/0000796343-13-000033.txt,data_edgar\raw\2013\edgar\data\796343\0000796343-13-000033.txt,edgar/data/796343/0000796343-13-000033.txt,24321.0
79958,PRECISION CASTPARTS CORP,10-Q,2013-02-08,1,2013,edgar/data/79958/0000079958-13-000006.txt,https://www.sec.gov/Archives/edgar/data/79958/0000079958-13-000006.txt,data_edgar\raw\2013\edgar\data\79958\0000079958-13-000006.txt,edgar/data/79958/0000079958-13-000006.txt,297850.0
800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,10-Q,2013-01-31,1,2013,edgar/data/800459/0001193125-13-032658.txt,https://www.sec.gov/Archives/edgar/data/800459/0001193125-13-032658.txt,data_edgar\raw\2013\edgar\data\800459\0001193125-13-032658.txt,edgar/data/800459/0001193125-13-032658.txt,29279.0
801898,JOY GLOBAL INC,10-Q,2013-02-28,1,2013,edgar/data/801898/0000801898-13-000003.txt,https://www.sec.gov/Archives/edgar/data/801898/0000801898-13-000003.txt,data_edgar\raw\2013\edgar\data\801898\0000801898-13-000003.txt,edgar/data/801898/0000801898-13-000003.txt,277517.0
804212,AIRGAS INC,10-Q,2013-02-08,1,2013,edgar/data/804212/0000804212-13-000004.txt,https://www.sec.gov/Archives/edgar/data/804212/0000804212-13-000004.txt,data_edgar\raw\2013\edgar\data\804212\0000804212-13-000004.txt,edgar/data/804212/0000804212-13-000004.txt,24504.0
80424,PROCTER & GAMBLE Co,10-Q,2013-01-25,1,2013,edgar/data/80424/0000080424-13-000012.txt,https://www.sec.gov/Archives/edgar/data/80424/0000080424-13-000012.txt,data_edgar\raw\2013\edgar\data\80424\0000080424-13-000012.txt,edgar/data/80424/0000080424-13-000012.txt,33328.0
804328,QUALCOMM INC/DE,10-Q,2013-01-30,1,2013,edgar/data/804328/0001234452-13-000041.txt,https://www.sec.gov/Archives/edgar/data/804328/0001234452-13-000041.txt,data_edgar\raw\2013\edgar\data\804328\0001234452-13-000041.txt,edgar/data/804328/0001234452-13-000041.txt,33493.0
820096,PERRIGO CO,10-Q,2013-02-01,1,2013,edgar/data/820096/0000820096-13-000002.txt,https://www.sec.gov/Archives/edgar/data/820096/0000820096-13-000002.txt,data_edgar\raw\2013\edgar\data\820096\0000820096-13-000002.txt,edgar/data/820096/0000820096-13-000002.txt,319092.0
827054,MICROCHIP TECHNOLOGY INC,10-Q,2013-02-11,1,2013,edgar/data/827054/0000827054-13-000050.txt,https://www.sec.gov/Archives/edgar/data/827054/0000827054-13-000050.txt,data_edgar\raw\2013\edgar\data\827054\0000827054-13-000050.txt,edgar/data/827054/0000827054-13-000050.txt,31500.0
829224,STARBUCKS CORP,10-Q,2013-01-29,1,2013,edgar/data/829224/0000829224-13-000007.txt,https://www.sec.gov/Archives/edgar/data/829224/0000829224-13-000007.txt,data_edgar\raw\2013\edgar\data\829224\0000829224-13-000007.txt,edgar/data/829224/0000829224-13-000007.txt,34745.0
